Question_id;Description;Rating;Human_component_id;Human_component;Behavior_id;Behavior;Answer_id;Answers;Answer_value
R1.3.3;Das Tool muss es ermöglichen, zu jeder Änderung einen Kommentar zu speichern, um das Verständnis zu einem späteren Zeitpunkt zu ermöglichen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;2;Änderungsverwaltung und Kommentare;115;Ist einfach hinzuzufügen;2
R1.3.3;Das Tool muss es ermöglichen, zu jeder Änderung einen Kommentar zu speichern, um das Verständnis zu einem späteren Zeitpunkt zu ermöglichen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;2;Änderungsverwaltung und Kommentare;116;Ist gleich verfügbar;3
R1.4;Das Anforderungsmanagementsystem muss die Speicherung des Genehmigungsstatus für jede Anforderungskatalogposition unterstützen.;3;5;Wirtschaftsanalyst;1;Informationsmodell;117;Ist nicht realisierbar;0
R1.4;Das Anforderungsmanagementsystem muss die Speicherung des Genehmigungsstatus für jede Anforderungskatalogposition unterstützen.;3;5;Wirtschaftsanalyst;1;Informationsmodell;118;Ist mit Editor hinzuzufügen;1
R1.4;Das Anforderungsmanagementsystem muss die Speicherung des Genehmigungsstatus für jede Anforderungskatalogposition unterstützen.;3;5;Wirtschaftsanalyst;1;Informationsmodell;119;Ist einfach hinzuzufügen;2
R1.4;Das Anforderungsmanagementsystem muss die Speicherung des Genehmigungsstatus für jede Anforderungskatalogposition unterstützen.;3;5;Wirtschaftsanalyst;1;Informationsmodell;120;Ist gleich verfügbar;3
R1.4.1;Das Anforderungsmanagementsystem muss die Möglichkeit bieten, den Genehmigungsstatus von Anforderungskatalogelementen zu visualisieren.;3;5;Wirtschaftsanalyst;7;Ansichten;121;Ist nicht realisierbar;0
R1.4.1;Das Anforderungsmanagementsystem muss die Möglichkeit bieten, den Genehmigungsstatus von Anforderungskatalogelementen zu visualisieren.;3;5;Wirtschaftsanalyst;7;Ansichten;122;Ist mit Editor hinzuzufügen;1
R1.4.1;Das Anforderungsmanagementsystem muss die Möglichkeit bieten, den Genehmigungsstatus von Anforderungskatalogelementen zu visualisieren.;3;5;Wirtschaftsanalyst;7;Ansichten;123;Ist einfach hinzuzufügen;2
R1.4.1;Das Anforderungsmanagementsystem muss die Möglichkeit bieten, den Genehmigungsstatus von Anforderungskatalogelementen zu visualisieren.;3;5;Wirtschaftsanalyst;7;Ansichten;124;Ist gleich verfügbar;3
R1.5;Das Tool muss die Kategorisierung der Anforderungen bei der Erhebung und Dokumentation unterstützen.;3;5;Wirtschaftsanalyst;1;Informationsmodell;125;Ist nicht realisierbar;0
R1.5;Das Tool muss die Kategorisierung der Anforderungen bei der Erhebung und Dokumentation unterstützen.;3;5;Wirtschaftsanalyst;1;Informationsmodell;126;Ist mit Editor hinzuzufügen;1
R1.5;Das Tool muss die Kategorisierung der Anforderungen bei der Erhebung und Dokumentation unterstützen.;3;5;Wirtschaftsanalyst;1;Informationsmodell;127;Ist einfach hinzuzufügen;2
R1.5;Das Tool muss die Kategorisierung der Anforderungen bei der Erhebung und Dokumentation unterstützen.;3;5;Wirtschaftsanalyst;1;Informationsmodell;128;Ist gleich verfügbar;3
R1.6;Das Tool muss die Zuordnung von Attributen zu jeder Anforderung ermöglichen, um deren Klassifizierung und Analyse zu erleichtern.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;1;Informationsmodell;129;Ist nicht realisierbar;0
R1.6;Das Tool muss die Zuordnung von Attributen zu jeder Anforderung ermöglichen, um deren Klassifizierung und Analyse zu erleichtern.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;1;Informationsmodell;130;Ist mit Editor hinzuzufügen;1
R1.6;Das Tool muss die Zuordnung von Attributen zu jeder Anforderung ermöglichen, um deren Klassifizierung und Analyse zu erleichtern.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;1;Informationsmodell;131;Ist einfach hinzuzufügen;2
R1.6;Das Tool muss die Zuordnung von Attributen zu jeder Anforderung ermöglichen, um deren Klassifizierung und Analyse zu erleichtern.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;1;Informationsmodell;132;Ist gleich verfügbar;3
R1.6.1;Das Tool muss eine feste Nomenklatur von Attributen für Katalogelemente unterstützen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;1;Informationsmodell;133;Ist nicht realisierbar;0
R1.6.1;Das Tool muss eine feste Nomenklatur von Attributen für Katalogelemente unterstützen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;1;Informationsmodell;134;Ist mit Editor hinzuzufügen;1
R1.6.1;Das Tool muss eine feste Nomenklatur von Attributen für Katalogelemente unterstützen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;1;Informationsmodell;135;Ist einfach hinzuzufügen;2
R1.6.1;Das Tool muss eine feste Nomenklatur von Attributen für Katalogelemente unterstützen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;1;Informationsmodell;136;Ist gleich verfügbar;3
R1.6.2;Das Tool muss es Benutzern ermöglichen, die Nomenklatur der Attribute für Katalogelemente zu erweitern.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;1;Informationsmodell;137;Ist nicht realisierbar;0
R1.6.2;Das Tool muss es Benutzern ermöglichen, die Nomenklatur der Attribute für Katalogelemente zu erweitern.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;1;Informationsmodell;138;Ist mit Editor hinzuzufügen;1
R1.6.2;Das Tool muss es Benutzern ermöglichen, die Nomenklatur der Attribute für Katalogelemente zu erweitern.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;1;Informationsmodell;139;Ist einfach hinzuzufügen;2
R1.6.2;Das Tool muss es Benutzern ermöglichen, die Nomenklatur der Attribute für Katalogelemente zu erweitern.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;1;Informationsmodell;140;Ist gleich verfügbar;3
R1.6.2.1;Das Tool muss es Benutzern ermöglichen, Attribute für verschiedene Arten von Anforderungen zu definieren und anzupassen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;1;Informationsmodell;141;Ist nicht realisierbar;0
R1.6.2.1;Das Tool muss es Benutzern ermöglichen, Attribute für verschiedene Arten von Anforderungen zu definieren und anzupassen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;1;Informationsmodell;142;Ist mit Editor hinzuzufügen;1
R1.6.2.1;Das Tool muss es Benutzern ermöglichen, Attribute für verschiedene Arten von Anforderungen zu definieren und anzupassen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;1;Informationsmodell;143;Ist einfach hinzuzufügen;2
R1.6.2.1;Das Tool muss es Benutzern ermöglichen, Attribute für verschiedene Arten von Anforderungen zu definieren und anzupassen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;1;Informationsmodell;144;Ist gleich verfügbar;3
R1.6.3;Das Tool muss Typdefinitionen für Attribute von Katalogelementen unterstützen.;2;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;1;Informationsmodell;145;Ist nicht realisierbar;0
R1.6.3;Das Tool muss Typdefinitionen für Attribute von Katalogelementen unterstützen.;2;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;1;Informationsmodell;146;Ist mit Editor hinzuzufügen;1
R1.6.3;Das Tool muss Typdefinitionen für Attribute von Katalogelementen unterstützen.;2;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;1;Informationsmodell;147;Ist einfach hinzuzufügen;2
R1.6.3;Das Tool muss Typdefinitionen für Attribute von Katalogelementen unterstützen.;2;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;1;Informationsmodell;148;Ist gleich verfügbar;3
R1.6.4 ;Das Tool muss Einschränkungen für die möglichen Werte von Attributen unterstützen.;4;3;Projektmanager, Wirtschaftsanalyst;1;Informationsmodell;149;Ist nicht realisierbar;0
R1.6.4 ;Das Tool muss Einschränkungen für die möglichen Werte von Attributen unterstützen.;4;3;Projektmanager, Wirtschaftsanalyst;1;Informationsmodell;150;Ist mit Editor hinzuzufügen;1
R1.6.4 ;Das Tool muss Einschränkungen für die möglichen Werte von Attributen unterstützen.;4;3;Projektmanager, Wirtschaftsanalyst;1;Informationsmodell;151;Ist einfach hinzuzufügen;2
R1.6.4 ;Das Tool muss Einschränkungen für die möglichen Werte von Attributen unterstützen.;4;3;Projektmanager, Wirtschaftsanalyst;1;Informationsmodell;152;Ist gleich verfügbar;3
R1.7;Das Tool muss über einen integrierten Texteditor zum Erstellen und Bearbeiten von Anforderungen verfügen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;8;Formatierung, Multimedia und externe Dateien;153;Ist nicht realisierbar;0
R1.7;Das Tool muss über einen integrierten Texteditor zum Erstellen und Bearbeiten von Anforderungen verfügen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;8;Formatierung, Multimedia und externe Dateien;154;Ist mit Editor hinzuzufügen;1
R1.7;Das Tool muss über einen integrierten Texteditor zum Erstellen und Bearbeiten von Anforderungen verfügen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;8;Formatierung, Multimedia und externe Dateien;155;Ist einfach hinzuzufügen;2
R1.7;Das Tool muss über einen integrierten Texteditor zum Erstellen und Bearbeiten von Anforderungen verfügen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;8;Formatierung, Multimedia und externe Dateien;156;Ist gleich verfügbar;3
R1.7.1;Das Tool muss die Anreicherung von Anforderungen mit Formatierungen und Objekten ermöglichen, die nicht im Tool enthalten sind.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;8;Formatierung, Multimedia und externe Dateien;157;Ist nicht realisierbar;0
R1.7.1;Das Tool muss die Anreicherung von Anforderungen mit Formatierungen und Objekten ermöglichen, die nicht im Tool enthalten sind.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;8;Formatierung, Multimedia und externe Dateien;158;Ist mit Editor hinzuzufügen;1
R1.7.1;Das Tool muss die Anreicherung von Anforderungen mit Formatierungen und Objekten ermöglichen, die nicht im Tool enthalten sind.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;8;Formatierung, Multimedia und externe Dateien;159;Ist einfach hinzuzufügen;2
R1.7.1;Das Tool muss die Anreicherung von Anforderungen mit Formatierungen und Objekten ermöglichen, die nicht im Tool enthalten sind.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;8;Formatierung, Multimedia und externe Dateien;160;Ist gleich verfügbar;3
R1.7.1.1;Das Tool muss die Verwendung von HTML-Editoren zum Erstellen und Bearbeiten von Anforderungen unterstützen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;8;Formatierung, Multimedia und externe Dateien;161;Ist nicht realisierbar;0
R1.7.1.1;Das Tool muss die Verwendung von HTML-Editoren zum Erstellen und Bearbeiten von Anforderungen unterstützen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;8;Formatierung, Multimedia und externe Dateien;162;Ist mit Editor hinzuzufügen;1
R1.7.1.1;Das Tool muss die Verwendung von HTML-Editoren zum Erstellen und Bearbeiten von Anforderungen unterstützen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;8;Formatierung, Multimedia und externe Dateien;163;Ist einfach hinzuzufügen;2
R1.7.1.1;Das Tool muss die Verwendung von HTML-Editoren zum Erstellen und Bearbeiten von Anforderungen unterstützen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;8;Formatierung, Multimedia und externe Dateien;164;Ist gleich verfügbar;3
R1.7.1.1.1;Das Tool muss grundlegende Textformatierungen wie Fett, Kursiv und Unterstrichen unterstützen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;8;Formatierung, Multimedia und externe Dateien;165;Ist nicht realisierbar;0
R1.7.1.1.1;Das Tool muss grundlegende Textformatierungen wie Fett, Kursiv und Unterstrichen unterstützen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;8;Formatierung, Multimedia und externe Dateien;166;Ist mit Editor hinzuzufügen;1
R1.7.1.1.1;Das Tool muss grundlegende Textformatierungen wie Fett, Kursiv und Unterstrichen unterstützen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;8;Formatierung, Multimedia und externe Dateien;167;Ist einfach hinzuzufügen;2
R1.7.1.1.1;Das Tool muss grundlegende Textformatierungen wie Fett, Kursiv und Unterstrichen unterstützen.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;8;Formatierung, Multimedia und externe Dateien;168;Ist gleich verfügbar;3
R1.7.1.2;Das Tool muss die Kompatibilität zwischen seinem internen Anforderungsformat und HTML-Darstellungen gewährleisten.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;8;Formatierung, Multimedia und externe Dateien;169;Ist nicht realisierbar;0
R1.7.1.2;Das Tool muss die Kompatibilität zwischen seinem internen Anforderungsformat und HTML-Darstellungen gewährleisten.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;8;Formatierung, Multimedia und externe Dateien;170;Ist mit Editor hinzuzufügen;1
R1.7.1.2;Das Tool muss die Kompatibilität zwischen seinem internen Anforderungsformat und HTML-Darstellungen gewährleisten.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;8;Formatierung, Multimedia und externe Dateien;171;Ist einfach hinzuzufügen;2
R1.7.1.2;Das Tool muss die Kompatibilität zwischen seinem internen Anforderungsformat und HTML-Darstellungen gewährleisten.;4;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;8;Formatierung, Multimedia und externe Dateien;172;Ist gleich verfügbar;3
R1.7.1.3;Das Tool muss die Einbeziehung und Verwaltung von Nicht-Textobjekten, wie z. B. Bildern, innerhalb der Anforderungen unterstützen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;8;Formatierung, Multimedia und externe Dateien;173;Ist nicht realisierbar;0
R1.7.1.3;Das Tool muss die Einbeziehung und Verwaltung von Nicht-Textobjekten, wie z. B. Bildern, innerhalb der Anforderungen unterstützen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;8;Formatierung, Multimedia und externe Dateien;174;Ist mit Editor hinzuzufügen;1
R1.7.1.3;Das Tool muss die Einbeziehung und Verwaltung von Nicht-Textobjekten, wie z. B. Bildern, innerhalb der Anforderungen unterstützen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;8;Formatierung, Multimedia und externe Dateien;175;Ist einfach hinzuzufügen;2
R1.7.1.3;Das Tool muss die Einbeziehung und Verwaltung von Nicht-Textobjekten, wie z. B. Bildern, innerhalb der Anforderungen unterstützen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;8;Formatierung, Multimedia und externe Dateien;176;Ist gleich verfügbar;3
R1.7.1.3.1;In der Tool-Datenbank gespeicherte Nicht-Text-Objekte müssen vollständig durch deren Versions- und Rechtekontrollmechanismen abgedeckt sein.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;9;Benutzer, Rollen und Rechte;177;Ist nicht realisierbar;0
R1.7.1.3.1;In der Tool-Datenbank gespeicherte Nicht-Text-Objekte müssen vollständig durch deren Versions- und Rechtekontrollmechanismen abgedeckt sein.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;9;Benutzer, Rollen und Rechte;178;Ist mit Editor hinzuzufügen;1
R1.7.1.3.1;In der Tool-Datenbank gespeicherte Nicht-Text-Objekte müssen vollständig durch deren Versions- und Rechtekontrollmechanismen abgedeckt sein.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;9;Benutzer, Rollen und Rechte;179;Ist einfach hinzuzufügen;2
R1.7.1.3.1;In der Tool-Datenbank gespeicherte Nicht-Text-Objekte müssen vollständig durch deren Versions- und Rechtekontrollmechanismen abgedeckt sein.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;9;Benutzer, Rollen und Rechte;180;Ist gleich verfügbar;3
R1.7.1.3.2;Das Tool muss die Anzeige externer Objekte über einen im Tool integrierten Vorschaubereich ermöglichen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;8;Formatierung, Multimedia und externe Dateien;181;Ist nicht realisierbar;0
R1.7.1.3.2;Das Tool muss die Anzeige externer Objekte über einen im Tool integrierten Vorschaubereich ermöglichen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;8;Formatierung, Multimedia und externe Dateien;182;Ist mit Editor hinzuzufügen;1
R1.7.1.3.2;Das Tool muss die Anzeige externer Objekte über einen im Tool integrierten Vorschaubereich ermöglichen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;8;Formatierung, Multimedia und externe Dateien;183;Ist einfach hinzuzufügen;2
R1.7.1.3.2;Das Tool muss die Anzeige externer Objekte über einen im Tool integrierten Vorschaubereich ermöglichen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;8;Formatierung, Multimedia und externe Dateien;184;Ist gleich verfügbar;3
R1.7.1.3.3;Das Tool muss die Anzeige externer Objekte in ihrer nativen Anwendung ermöglichen, wenn sie über die Benutzeroberfläche des Tools aufgerufen werden.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;10;Toolintegration;185;Ist nicht realisierbar;0
R1.7.1.3.3;Das Tool muss die Anzeige externer Objekte in ihrer nativen Anwendung ermöglichen, wenn sie über die Benutzeroberfläche des Tools aufgerufen werden.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;10;Toolintegration;186;Ist mit Editor hinzuzufügen;1
R1.7.1.3.3;Das Tool muss die Anzeige externer Objekte in ihrer nativen Anwendung ermöglichen, wenn sie über die Benutzeroberfläche des Tools aufgerufen werden.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;10;Toolintegration;187;Ist einfach hinzuzufügen;2
R1.7.1.3.3;Das Tool muss die Anzeige externer Objekte in ihrer nativen Anwendung ermöglichen, wenn sie über die Benutzeroberfläche des Tools aufgerufen werden.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;10;Toolintegration;188;Ist gleich verfügbar;3
R1.7.1.4;Das Tool muss wissenschaftliche und fremdsprachige Zeichensätze in Anforderungsbeschreibungen unterstützen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;8;Formatierung, Multimedia und externe Dateien;189;Ist nicht realisierbar;0
R1.7.1.4;Das Tool muss wissenschaftliche und fremdsprachige Zeichensätze in Anforderungsbeschreibungen unterstützen.;3;1;Entwickler, Projektmanager, Tester, Wirtschaftsanalyst;8;Formatierung, Multimedia und externe Dateien;190;Ist mit Editor hinzuzufügen;1
